rank,title,Previous Rank,Revenues ($M),Revenue Change,Profits ($M),Profit Change,Assets ($M),Mkt Value as of 3/29/18 ($M),Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State,Latitude,Longitude
626,OneMain Holdings,602,3756 ,-3.30%,183.00 ,-14.90%,19433 ,4062 ,10100,Jay N. Levine,"President, Chief Executive Officer &  Director",Financials,Diversified Financials,-,Evansville,IN,37.9715592,-87.5710898
627,Colfax,626,3737 ,2.50%,151.10 ,17.90%,6710 ,3934 ,14300,Matthew L. Trerotola,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Annapolis Junction,MD,39.1202934,-76.7769324
628,Zebra Technologies,639,3722 ,4.10%,17.00 ,-,4275 ,7412 ,7000,Anders Gustafsson,Chairman &  Chief Executive Officer,Industrials,"Electronics, Electrical Equip.",-,Lincolnshire,IL,42.190024900000004,-87.90840390000001
629,Andersons,595,3686 ,-6.10%,42.50 ,266.70%,2162 ,943 ,1819,Patrick E. Bowe,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Production,-,Maumee,OH,41.5628294,-83.6538244
630,TD Ameritrade Holding,674,3685 ,10.50%,872.00 ,3.60%,38627 ,33605 ,10412,Timothy D. Hockey,"President, Chief Executive Officer &  Director",Financials,Securities,-,Omaha,NE,41.2565369,-95.93450340000001
631,Carlyle Group,869,3676 ,61.60%,244.10 ,3714.10%,12281 ,2145 ,1600,Kewsong Lee/Glenn A. Youngkin,Co-Chief Executive Officer &  Director,Financials,Securities,-,Leavenworth,WA,47.751074100000004,-120.7401385
632,Hubbell,650,3669 ,4.70%,243.10 ,-17.00%,3721 ,6678 ,17700,David G. Nord,"Chairman, President &  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",-,Shelton,CT,41.3164856,-73.0931641
633,Trinity Industries,539,3663 ,-20.20%,702.50 ,104.50%,9543 ,4921 ,15605,Timothy R. Wallace,"Chairman, President &  Chief Executive Officer",Transportation,Transportation Equipment,-,Dallas,TX,32.7766642,-96.7969879
634,Darling Ingredients,665,3662 ,7.80%,128.50 ,25.60%,4958 ,2848 ,9800,Randall C. Stuewe,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Production,-,Irving,TX,32.814017699999994,-96.9488945
635,Flowserve,589,3661 ,-8.30%,2.70 ,-98.00%,4911 ,5668 ,17000,R. Scott Rowe,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Irving,TX,32.814017699999994,-96.9488945
636,Antero Resources,,3656 ,109.50%,615.10 ,-,15262 ,6283 ,593,Paul M. Rady,Chairman &  Chief Executive Officer,Energy,"Mining, Crude-Oil Production",-,Denver,CO,39.739235799999996,-104.990251
637,Skyworks Solutions,680,3651 ,11.00%,1010.20 ,1.50%,4574 ,18264 ,8400,Liam K. Griffin,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,Woburn,MA,42.479261799999996,-71.1522765
638,Landstar System,699,3649 ,15.10%,177.10 ,28.90%,1353 ,4604 ,1273,James B. Gattoni,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",-,Jacksonville,FL,30.3321838,-81.655651
639,Buckeye Partners,685,3648 ,12.30%,478.80 ,-10.60%,10305 ,5494 ,1870,Clark C. Smith,"Chairman, President &  Chief Executive Officer",Energy,Pipelines,-,Houston,TX,29.7604267,-95.36980279999999
640,MRC Global,726,3646 ,19.90%,50.00 ,-,2340 ,1517 ,3580,Andrew R. Lane,"President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",-,Houston,TX,29.7604267,-95.36980279999999
641,CME Group,633,3645 ,1.40%,4063.40 ,164.90%,75791 ,55058 ,2830,Terrence A. Duffy,Chairman &  Chief Executive Officer,Financials,Securities,-,Chicago,IL,41.8781136,-87.62979820000001
642,Greif,676,3638 ,9.50%,118.60 ,58.30%,3232 ,2636 ,13000,Peter G. Watson,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",-,Delaware,OH,40.2986724,-83.067965
643,Nexeo Solutions,,3637 ,241.30%,14.40 ,-,2254 ,960 ,2640,David A. Bradley,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,The Woodlands,TX,30.1658207,-95.4612625
644,Cooper-Standard Holdings,655,3618 ,4.20%,135.30 ,-2.70%,2726 ,2200 ,32000,Jeffrey S. Edwards,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Novi,MI,42.48059,-83.47549129999999
645,Urban Outfitters,645,3616 ,2.00%,108.30 ,-50.40%,1953 ,4001 ,16330,Richard A. Hayne,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Philadelphia,PA,39.9525839,-75.1652215
646,LSC Communications,625,3603 ,-1.40%,(57.00),-153.80%,2014 ,608 ,24000,Thomas J. Quinlan III,"Chairman, President &  Chief Executive Officer",Media,"Publishing, Printing",-,Chicago,IL,41.8781136,-87.62979820000001
647,Sabre,668,3599 ,6.70%,242.50 ,0.00%,5649 ,5887 ,9000,Sean E. Menke,"President, Chief Executive Officer &  Director",Technology,Internet Services and Retailing,-,Southlake,TX,32.9412363,-97.13417829999999
648,Green Plains,662,3596 ,5.40%,61.10 ,472.60%,2785 ,688 ,1427,Todd A. Becker,"President, Chief Executive Officer &  Director",Energy,Energy,-,Omaha,NE,41.2565369,-95.93450340000001
649,Hexion,659,3591 ,4.50%,(234.00),-,2097 ,-,4300,Craig A. Rogerson,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Columbus,OH,39.9611755,-82.9987942
650,Stericycle,642,3581 ,0.50%,42.40 ,-79.50%,6988 ,5007 ,23200,Charles A. Alutto,"President, Chief Executive Officer &  Director",Business Services,Waste Management,-,Lake Forest,IL,42.2586342,-87.840625
651,Warner Music Group,686,3576 ,10.20%,143.00 ,472.00%,5718 ,-,4520,Stephen F. Cooper,"President, Chief Executive Officer &  Director",Media,Entertainment,-,New York,NY,40.7127753,-74.0059728
652,Ventas,658,3574 ,3.80%,1356.50 ,108.90%,23955 ,17643 ,493,Debra A. Cafaro,Chairman &  Chief Executive Officer,Financials,Real estate,-,Chicago,IL,41.8781136,-87.62979820000001
653,ScanSource,647,3568 ,0.80%,69.20 ,8.80%,1718 ,909 ,2000,Michael L. Baur,Chief Executive Officer &  Director,Wholesalers,Wholesalers: Electronics and Office Equipment,-,Greenville,SC,34.8526176,-82.3940104
654,Pinnacle West Capital,651,3565 ,1.90%,488.50 ,10.50%,17019 ,8932 ,6292,Donald E. Brandt,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,-,Phoenix,AZ,33.4483771,-112.07403729999999
655,Scripps Networks Interactive,664,3562 ,4.70%,623.90 ,-7.40%,6522 ,0 ,3600,David M. Zaslav,CEO-Discovery,Media,Entertainment,-,Knoxville,TN,35.96063839999999,-83.9207392
656,Alexion Pharmaceuticals,714,3551 ,15.10%,443.30 ,11.00%,13583 ,24784 ,2525,Ludwig N. Hantson,Chairman &  Chief Executive Officer,Health Care,Pharmaceuticals,-,New Haven,CT,41.308274,-72.9278835
657,Pitney Bowes,663,3550 ,4.20%,261.30 ,181.60%,6679 ,2038 ,14700,Marc B. Lautenbach,"President, Chief Executive Officer &  Director",Technology,"Computers, Office Equipment",-,Stamford,CT,41.0534302,-73.53873409999999
658,CIT Group,550,3545 ,-20.40%,468.20 ,-,49279 ,6649 ,4167,Ellen R. Alemany,Chairwoman &  CEO,Financials,Commercial Banks,-,New York,NY,40.7127753,-74.0059728
659,Country Financial,657,3542 ,2.40%,187.30 ,39.00%,14664 ,-,3834,Kurt F. Bock,Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),-,Bloomington,IL,40.4842027,-88.9936873
660,CUNA Mutual Group,683,3541 ,8.20%,303.20 ,36.20%,20595 ,-,3300,Robert N. Trunzo,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",-,Madison,WI,43.07305170000001,-89.4012302
661,Triumph Group,601,3533 ,-9.10%,(43.00),-,4415 ,1252 ,14309,Daniel J. Crowley,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,-,Berwyn,PA,40.045823999999996,-75.4395931
662,TransDigm Group,698,3529 ,11.30%,596.90 ,1.80%,9976 ,16021 ,9200,Kevin M. Stein,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,-,Cleveland,OH,41.499320000000004,-81.6943605
663,Allegheny Technologies,707,3525 ,12.50%,(91.90),-,5185 ,2974 ,8600,Richard J. Harshman,"Chairman, President &  Chief Executive Officer",Materials,Metals,-,Pittsburgh,PA,40.440624799999995,-79.9958864
664,Resolute Forest Products,646,3513 ,-0.90%,(84.00),-,4147 ,749 ,7700,Yves Laflamme,"President, Chief Executive Officer &  Director",Materials,Forest and Paper Products,-,Catawba,SC,34.85292329999999,-80.9111862
665,Acuity Brands,679,3505 ,6.50%,321.70 ,10.60%,2900 ,5868 ,12500,Vernon J. Nagel,"Chairman, President &  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",-,Atlanta,GA,33.7489954,-84.3879824
666,Abercrombie & Fitch,675,3493 ,5.00%,7.10 ,79.30%,2326 ,1651 ,22500,Fran Horowitz-Bonadies,Chief Executive Officer &  Director,Retailing,Specialty Retailers: Apparel,-,New Albany,OH,40.0811745,-82.8087864
667,KLA-Tencor,733,3480 ,16.60%,926.10 ,31.50%,5532 ,17073 ,5990,Richard P. Wallace,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,Milpitas,CA,37.4323341,-121.8995741
668,Weis Markets,706,3467 ,10.50%,98.40 ,12.90%,1442 ,1102 ,23000,Jonathan H. Weis,"Chairman, President &  Chief Executive Officer",Food &  Drug Stores,Food and Drug Stores,-,Sunbury,PA,40.862584999999996,-76.7944104
669,Puget Energy,700,3460 ,9.40%,175.20 ,-44.00%,13691 ,-,3140,Kimberly J. Harris,"President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,-,Bellevue,WA,47.6101497,-122.2015159
670,Mednax,697,3458 ,8.60%,320.40 ,-1.40%,5867 ,5251 ,14000,Roger J. Medel,Chief Executive Officer &  Director,Health Care,Health Care: Pharmacy and Other Services,-,Fort Lauderdale,FL,26.1669711,-80.25659499999999
671,Kar Auction Services,702,3458 ,9.80%,362.00 ,62.80%,6984 ,7285 ,15488,James P. Hallett,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Diversified,-,Carmel,IN,39.978371,-86.1180435
672,PolyOne,673,3452 ,3.40%,(57.70),-134.90%,2705 ,3400 ,6400,Robert M. Patterson,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Avon Lake,OH,41.50531779999999,-82.02820009999999
673,FMC,681,3442 ,4.80%,535.80 ,156.20%,9206 ,10297 ,7000,Pierre R. Brondeau,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Philadelphia,PA,39.9525839,-75.1652215
674,Edwards Lifesciences,734,3435 ,15.90%,583.60 ,2.50%,5696 ,29372 ,12200,Michael A. Mussallem,Chairman &  Chief Executive Officer,Health Care,Medical Products and Equipment,-,Irvine,CA,33.6845673,-117.82650490000002
675,Microchip Technology,897,3426 ,57.60%,164.60 ,-49.20%,7687 ,21410 ,12656,Steve Sanghi,Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,-,Chandler,AZ,33.3061605,-111.8412502
676,Amerco,682,3422 ,4.50%,398.40 ,-18.50%,9406 ,6767 ,20376,Edward J. Shoen,"Chairman, President &  Chief Executive Officer",Transportation,"Trucking, Truck Leasing",-,Reno,NV,39.529632899999996,-119.8138027
677,Mercury General,689,3416 ,5.80%,144.90 ,98.30%,5101 ,2538 ,4300,Gabriel Tirador,"President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),-,Los Angeles,CA,34.0522342,-118.24368490000002
678,American National Insurance,688,3411 ,5.70%,493.70 ,172.70%,26387 ,3150 ,4621,James E. Pozzi,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",-,Galveston,TX,29.3013479,-94.7976958
679,Carters,694,3400 ,6.30%,302.80 ,17.30%,2068 ,4902 ,20900,Michael D. Casey,Chairman &  Chief Executive Officer,Apparel,Apparel,-,Atlanta,GA,33.7489954,-84.3879824
680,International Flavors & Fragrances,711,3399 ,9.10%,295.70 ,-27.00%,4599 ,10804 ,7300,Andreas Fibig,Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,New York,NY,40.7127753,-74.0059728
681,Aarons,692,3384 ,5.50%,292.50 ,110.00%,2692 ,3266 ,11900,John W. Robinson III,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,-,Atlanta,GA,33.7489954,-84.3879824
682,Alliant Energy,677,3382 ,1.90%,457.30 ,23.10%,14188 ,9453 ,3989,Patricia L. Kampling,Chairman &  Chief Executive Officer,Energy,Utilities: Gas and Electric,-,Madison,WI,43.07305170000001,-89.4012302
683,EQT,,3378 ,110.00%,1508.50 ,-,29523 ,12565 ,2067,David L. Porges,"Chairman, President &  Chief Executive Officer",Energy,Energy,-,Pittsburgh,PA,40.440624799999995,-79.9958864
684,Monster Beverage,721,3369 ,10.50%,820.70 ,15.20%,4791 ,32404 ,2589,Rodney C. Sacks,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Beverages,-,Corona,CA,33.8752935,-117.56643840000001
685,BMC Stock Holdings,712,3366 ,8.80%,57.40 ,86.00%,1473 ,1314 ,9100,David L. Keltner,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,Atlanta,GA,33.7489954,-84.3879824
686,Ryerson Holding,753,3365 ,17.70%,17.10 ,-8.60%,1712 ,303 ,3600,Edward J. Lehner,"President, Chief Executive Officer &  Director",Materials,Metals,-,Chicago,IL,41.8781136,-87.62979820000001
687,Equifax,703,3362 ,6.90%,587.30 ,20.20%,7233 ,14152 ,10300,Mark W. Begor,Chairman &  Chief Executive Officer,Business Services,Financial Data Services,-,Atlanta,GA,33.7489954,-84.3879824
688,Regal Beloit,690,3360 ,4.20%,213.00 ,4.70%,4388 ,3225 ,23600,Mark J. Gliebe,Chairman &  Chief Executive Officer,Industrials,"Electronics, Electrical Equip.",-,Beloit,WI,42.5083482,-89.0317765
689,Old Dominion Freight Line,731,3358 ,12.30%,463.80 ,56.80%,3068 ,12107 ,19183,Greg C. Gantt,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",-,Thomasville,NC,35.8826369,-80.0819879
690,American Water Works,678,3357 ,1.70%,426.00 ,-9.00%,19482 ,14622 ,6900,Susan N. Story,"President, Chief Executive Officer &  Director",Energy,Miscellaneous,-,Voorhees Township,NJ,39.851944700000004,-74.961517
691,BGC Partners,771,3353 ,23.20%,51.50 ,-49.80%,5457 ,4119 ,9238,Howard W. Lutnick,Chairman &  Chief Executive Officer,Financials,Securities,-,New York,NY,40.7127753,-74.0059728
692,Brinks,730,3347 ,10.80%,16.70 ,-51.60%,3060 ,3609 ,62150,Douglas A. Pertz,"President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Richmond,VA,37.540724600000004,-77.4360481
692,Meritor,730,3347 ,10.80%,16.70 ,-51.60%,3060 ,3609 ,62150,Douglas A. Pertz,"President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Richmond,VA,37.540724600000004,-77.4360481
694,Sentry Insurance Group,720,3346 ,9.30%,288.50 ,30.10%,17302 ,-,4139,Peter G. McPartland,"Chairman, President &  Chief Executive Officer",Financials,Insurance: Property and Casualty (Mutual),-,Stevens Point,WI,44.5235792,-89.574563
695,Sanderson Farms,758,3342 ,18.70%,279.70 ,48.00%,1733 ,2718 ,14669,Joe F. Sanderson Jr.,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Production,-,Laurel,MS,31.694050899999997,-89.1306124
696,KapStone Paper & Packaging,715,3316 ,7.70%,243.50 ,182.30%,3324 ,3341 ,6400,Matthew Kaplan,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",-,Northbrook,IL,42.127526700000004,-87.82895479999999
697,Gartner,821,3312 ,35.50%,3.30 ,-98.30%,7283 ,10684 ,15131,Eugene A. Hall,Chief Executive Officer,Technology,Information Technology Services,-,Stamford,CT,41.0534302,-73.53873409999999
698,IAC/InterActiveCorp,705,3307.20 ,5.30%,304.90 ,-,5867.80 ,12926 ,7000,Joseph Levin,Chief Executive Officer &  Director,Technology,Internet Services and Retailing,-,New York City,NY,40.7127753,-74.0059728
699,Tailored Brands,667,3304 ,-2.20%,96.70 ,287.50%,2000 ,1234 ,18200,Douglas S. Ewert,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Houston,TX,29.7604267,-95.36980279999999
700,WABCO Holdings,759,3304 ,17.60%,406.10 ,82.10%,4323 ,7194 ,14631,Jacques Esculier,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Rochester Hills,MI,42.6583661,-83.14993220000001
701,Insperity,739,3300 ,12.20%,84.40 ,27.90%,1064 ,2921 ,2900,Paul J. Sarvadi,Chairman &  Chief Executive Officer,Business Services,Diversified Outsourcing Services,-,Houston,TX,30.0575359,-95.19029859999999
702,Comerica,736,3289 ,11.10%,743.00 ,55.80%,71567 ,16562 ,7999,Ralph W. Babb Jr.,Chairman &  Chief Executive Officer,Financials,Commercial Banks,-,Dallas,TX,32.7766642,-96.7969879
703,TriNet Group,717,3275 ,7.00%,178.00 ,189.90%,2593 ,3245 ,2700,Burton M. Goldfield,"President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,San Leandro,CA,37.7249296,-122.1560768
704,Avaya Holdings,621,3272 ,-11.60%,-,-,5898 ,2459 ,8700,James M. Chirico Jr.,"President, Chief Executive Officer &  Director",Technology,Information Technology Services,-,Santa Clara,CA,37.354107899999995,-121.9552356
705,Ashland Global Holdings,516,3260 ,-34.10%,1.00 ,-,8618 ,4343 ,6500,William A. Wulfsohn,Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,Covington,KY,39.083671200000005,-84.5085536
706,Meritage Homes,725,3241 ,6.60%,143.30 ,-4.20%,3251 ,1839 ,1605,Steven J. Hilton,Chairman &  Chief Executive Officer,Engineering &  Construction,Homebuilders,-,Scottsdale,AZ,33.494170399999994,-111.9260519
707,SkyWest,710,3204 ,2.70%,428.90 ,-,5458 ,2838 ,16300,Russell A. Childs,"President, Chief Executive Officer &  Director",Transportation,Airlines,-,St. George,UT,37.0965278,-113.5684164
708,USG,566,3204 ,-24.90%,88.00 ,-82.70%,3851 ,5664 ,6800,Jennifer F. Scanlon,"President, Chief Executive Officer &  Director",Materials,"Building Materials, Glass",-,Chicago,IL,41.8781136,-87.62979820000001
709,Southwestern Energy,823,3203 ,31.50%,1046.00 ,-,7521 ,2542 ,1575,William J. Way,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",-,Spring,TX,30.079940500000003,-95.41716009999999
710,Keysight Technologies,745,3189 ,9.30%,102.00 ,-69.60%,5933 ,9825 ,12600,Ronald S. Nersesian,"President, Chief Executive Officer &  Director",Technology,"Scientific,Photographic and  Control Equipment",-,Santa Rosa,CA,38.440428999999995,-122.7140548
711,Regal Entertainment Group,696,3163 ,-1.10%,112.30 ,-34.10%,2843 ,-,26047,Nisan Cohen,"President, Chief Executive Officer &  Director",Media,Entertainment,-,Knoxville,TN,35.96063839999999,-83.9207392
712,Mutual of America Life Insurance,770,3163 ,16.10%,26.20 ,56.70%,21194 ,-,1079,John R. Greed,"Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (Mutual)",-,New York,NY,40.7127753,-74.0059728
713,Paychex,737,3151 ,6.80%,817.30 ,8.00%,6834 ,22128 ,13700,Martin Mucci,"President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Rochester,NY,43.156577899999995,-77.6088465
714,Brinker International,684,3151 ,-3.30%,150.80 ,-24.90%,1414 ,1673 ,57906,Wyman T. Roberts,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure",Food Services,-,Dallas,TX,32.7766642,-96.7969879
715,Penn National Gaming,728,3148 ,3.70%,473.50 ,333.10%,5235 ,2407 ,18754,Timothy J. Wilmott,Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",-,Wyomissing,PA,40.329537,-75.96521170000001
716,Gannett,722,3147 ,3.20%,6.90 ,-86.90%,2570 ,1126 ,19000,Robert J. Dickey,"President, Chief Executive Officer &  Director",Media,"Publishing, Printing",-,McLean,VA,38.933867600000006,-77.17726040000001
717,Visteon,693,3146 ,-1.90%,176.00 ,134.70%,2304 ,3409 ,10000,Sachin S. Lawande,"President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Van Buren Charter Township,MI,42.2203171,-83.4838244
718,Pinnacle Foods,708,3144 ,0.50%,532.00 ,152.00%,6578 ,6440 ,4900,Mark A. Clouse,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Consumer Products,-,Parsippany-Troy Hills,NJ,40.865286499999996,-74.41738769999999
719,Intuitive Surgical,773,3129 ,15.70%,660.00 ,-10.30%,5758 ,46675 ,4444,Gary S. Guthart,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,-,Sunnyvale,CA,37.368829999999996,-122.03634960000001
